data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120,label
46573.3,46519.5,46474.8,46643.9,46186.3,46851,46577.7,46875,46904,46725.9,46649.8,46882.1,46647.8,45455.6,46259.6,46128,45872.5,45949.9,45995.9,46129.1,45973.3,45997.5,46025.7,45773.6,45340.8,45680.1,45544.4,45544,44678,45135.9,44904,45578.4,45329.2,46426,46562.1,46506.2,46137.2,45970.7,46920,46659.9,46682.1,46510.1,46571.4,46508.8,46416.6,46080.1,45901.9,46113.2,46286.4,46223.6,46880.1,47067.1,47459.2,47332.9,48578.2,46822.3,46040.2,46528.4,46629,46714.8,46241.8,46168.8,46422.6,46347.7,46306.4,46149.4,46163.9,45995.2,45963,46208.5,46121,46017.3,45868.1,45960.6,46077.9,45968.8,45887.7,45794.3,45483.1,44501.5,43662,43841.8,43517,43512.1,43689.1,43479.3,42521.8,42797.9,42813.8,42684,42557.9,42629.6,42855.3,43111.9,43162.9,43113.4,43183,42934,42714.8,42638.9,42704.1,42749.9,42874.9,43169.3,42905,42910.6,42812.3,42795,42870,42970.2,43007.4,42855,42699.8,42782,42797.2,42704.4,42600.1,42769.6,43016.5,43034.1,41592
46649.8,46882.1,46647.8,45455.6,46259.6,46128,45872.5,45949.9,45995.9,46129.1,45973.3,45997.5,46025.7,45773.6,45340.8,45680.1,45544.4,45544,44678,45135.9,44904,45578.4,45329.2,46426,46562.1,46506.2,46137.2,45970.7,46920,46659.9,46682.1,46510.1,46571.4,46508.8,46416.6,46080.1,45901.9,46113.2,46286.4,46223.6,46880.1,47067.1,47459.2,47332.9,48578.2,46822.3,46040.2,46528.4,46629,46714.8,46241.8,46168.8,46422.6,46347.7,46306.4,46149.4,46163.9,45995.2,45963,46208.5,46121,46017.3,45868.1,45960.6,46077.9,45968.8,45887.7,45794.3,45483.1,44501.5,43662,43841.8,43517,43512.1,43689.1,43479.3,42521.8,42797.9,42813.8,42684,42557.9,42629.6,42855.3,43111.9,43162.9,43113.4,43183,42934,42714.8,42638.9,42704.1,42749.9,42874.9,43169.3,42905,42910.6,42812.3,42795,42870,42970.2,43007.4,42855,42699.8,42782,42797.2,42704.4,42600.1,42769.6,43016.5,43034.1,43013.1,43084.1,42907.5,42840,42765.7,42895,42824,42909.1,42938.8,42990,41606.1
45973.3,45997.5,46025.7,45773.6,45340.8,45680.1,45544.4,45544,44678,45135.9,44904,45578.4,45329.2,46426,46562.1,46506.2,46137.2,45970.7,46920,46659.9,46682.1,46510.1,46571.4,46508.8,46416.6,46080.1,45901.9,46113.2,46286.4,46223.6,46880.1,47067.1,47459.2,47332.9,48578.2,46822.3,46040.2,46528.4,46629,46714.8,46241.8,46168.8,46422.6,46347.7,46306.4,46149.4,46163.9,45995.2,45963,46208.5,46121,46017.3,45868.1,45960.6,46077.9,45968.8,45887.7,45794.3,45483.1,44501.5,43662,43841.8,43517,43512.1,43689.1,43479.3,42521.8,42797.9,42813.8,42684,42557.9,42629.6,42855.3,43111.9,43162.9,43113.4,43183,42934,42714.8,42638.9,42704.1,42749.9,42874.9,43169.3,42905,42910.6,42812.3,42795,42870,42970.2,43007.4,42855,42699.8,42782,42797.2,42704.4,42600.1,42769.6,43016.5,43034.1,43013.1,43084.1,42907.5,42840,42765.7,42895,42824,42909.1,42938.8,42990,42900,42658.1,42511.3,42561.8,42275.4,41731,42280,42282.2,42406.9,42576.4,41679
44904,45578.4,45329.2,46426,46562.1,46506.2,46137.2,45970.7,46920,46659.9,46682.1,46510.1,46571.4,46508.8,46416.6,46080.1,45901.9,46113.2,46286.4,46223.6,46880.1,47067.1,47459.2,47332.9,48578.2,46822.3,46040.2,46528.4,46629,46714.8,46241.8,46168.8,46422.6,46347.7,46306.4,46149.4,46163.9,45995.2,45963,46208.5,46121,46017.3,45868.1,45960.6,46077.9,45968.8,45887.7,45794.3,45483.1,44501.5,43662,43841.8,43517,43512.1,43689.1,43479.3,42521.8,42797.9,42813.8,42684,42557.9,42629.6,42855.3,43111.9,43162.9,43113.4,43183,42934,42714.8,42638.9,42704.1,42749.9,42874.9,43169.3,42905,42910.6,42812.3,42795,42870,42970.2,43007.4,42855,42699.8,42782,42797.2,42704.4,42600.1,42769.6,43016.5,43034.1,43013.1,43084.1,42907.5,42840,42765.7,42895,42824,42909.1,42938.8,42990,42900,42658.1,42511.3,42561.8,42275.4,41731,42280,42282.2,42406.9,42576.4,42603.7,42752.4,42664.7,42731.1,42696.1,42772.7,42566.4,42709.9,42670,42866.3,41774.4
46682.1,46510.1,46571.4,46508.8,46416.6,46080.1,45901.9,46113.2,46286.4,46223.6,46880.1,47067.1,47459.2,47332.9,48578.2,46822.3,46040.2,46528.4,46629,46714.8,46241.8,46168.8,46422.6,46347.7,46306.4,46149.4,46163.9,45995.2,45963,46208.5,46121,46017.3,45868.1,45960.6,46077.9,45968.8,45887.7,45794.3,45483.1,44501.5,43662,43841.8,43517,43512.1,43689.1,43479.3,42521.8,42797.9,42813.8,42684,42557.9,42629.6,42855.3,43111.9,43162.9,43113.4,43183,42934,42714.8,42638.9,42704.1,42749.9,42874.9,43169.3,42905,42910.6,42812.3,42795,42870,42970.2,43007.4,42855,42699.8,42782,42797.2,42704.4,42600.1,42769.6,43016.5,43034.1,43013.1,43084.1,42907.5,42840,42765.7,42895,42824,42909.1,42938.8,42990,42900,42658.1,42511.3,42561.8,42275.4,41731,42280,42282.2,42406.9,42576.4,42603.7,42752.4,42664.7,42731.1,42696.1,42772.7,42566.4,42709.9,42670,42866.3,42204.6,42281.4,42525.4,42705.7,43014.9,42993.8,42960.9,42712.3,42621.1,42508.1,41653.3
46880.1,47067.1,47459.2,47332.9,48578.2,46822.3,46040.2,46528.4,46629,46714.8,46241.8,46168.8,46422.6,46347.7,46306.4,46149.4,46163.9,45995.2,45963,46208.5,46121,46017.3,45868.1,45960.6,46077.9,45968.8,45887.7,45794.3,45483.1,44501.5,43662,43841.8,43517,43512.1,43689.1,43479.3,42521.8,42797.9,42813.8,42684,42557.9,42629.6,42855.3,43111.9,43162.9,43113.4,43183,42934,42714.8,42638.9,42704.1,42749.9,42874.9,43169.3,42905,42910.6,42812.3,42795,42870,42970.2,43007.4,42855,42699.8,42782,42797.2,42704.4,42600.1,42769.6,43016.5,43034.1,43013.1,43084.1,42907.5,42840,42765.7,42895,42824,42909.1,42938.8,42990,42900,42658.1,42511.3,42561.8,42275.4,41731,42280,42282.2,42406.9,42576.4,42603.7,42752.4,42664.7,42731.1,42696.1,42772.7,42566.4,42709.9,42670,42866.3,42204.6,42281.4,42525.4,42705.7,43014.9,42993.8,42960.9,42712.3,42621.1,42508.1,42595.2,42585.6,42699.8,42918.3,42799,42762.8,42742.1,42788.5,43033.6,42945.7,40706.8
46241.8,46168.8,46422.6,46347.7,46306.4,46149.4,46163.9,45995.2,45963,46208.5,46121,46017.3,45868.1,45960.6,46077.9,45968.8,45887.7,45794.3,45483.1,44501.5,43662,43841.8,43517,43512.1,43689.1,43479.3,42521.8,42797.9,42813.8,42684,42557.9,42629.6,42855.3,43111.9,43162.9,43113.4,43183,42934,42714.8,42638.9,42704.1,42749.9,42874.9,43169.3,42905,42910.6,42812.3,42795,42870,42970.2,43007.4,42855,42699.8,42782,42797.2,42704.4,42600.1,42769.6,43016.5,43034.1,43013.1,43084.1,42907.5,42840,42765.7,42895,42824,42909.1,42938.8,42990,42900,42658.1,42511.3,42561.8,42275.4,41731,42280,42282.2,42406.9,42576.4,42603.7,42752.4,42664.7,42731.1,42696.1,42772.7,42566.4,42709.9,42670,42866.3,42204.6,42281.4,42525.4,42705.7,43014.9,42993.8,42960.9,42712.3,42621.1,42508.1,42595.2,42585.6,42699.8,42918.3,42799,42762.8,42742.1,42788.5,43033.6,42945.7,42875.1,42893.7,43160.1,42801.1,42689.5,43255.9,43252,43044.6,43005,43164.7,40180.8
46121,46017.3,45868.1,45960.6,46077.9,45968.8,45887.7,45794.3,45483.1,44501.5,43662,43841.8,43517,43512.1,43689.1,43479.3,42521.8,42797.9,42813.8,42684,42557.9,42629.6,42855.3,43111.9,43162.9,43113.4,43183,42934,42714.8,42638.9,42704.1,42749.9,42874.9,43169.3,42905,42910.6,42812.3,42795,42870,42970.2,43007.4,42855,42699.8,42782,42797.2,42704.4,42600.1,42769.6,43016.5,43034.1,43013.1,43084.1,42907.5,42840,42765.7,42895,42824,42909.1,42938.8,42990,42900,42658.1,42511.3,42561.8,42275.4,41731,42280,42282.2,42406.9,42576.4,42603.7,42752.4,42664.7,42731.1,42696.1,42772.7,42566.4,42709.9,42670,42866.3,42204.6,42281.4,42525.4,42705.7,43014.9,42993.8,42960.9,42712.3,42621.1,42508.1,42595.2,42585.6,42699.8,42918.3,42799,42762.8,42742.1,42788.5,43033.6,42945.7,42875.1,42893.7,43160.1,42801.1,42689.5,43255.9,43252,43044.6,43005,43164.7,43191.9,43418.1,43200.2,43128.1,43086.1,42964.7,42993.6,42840.8,42841,42774.4,40017.7
43662,43841.8,43517,43512.1,43689.1,43479.3,42521.8,42797.9,42813.8,42684,42557.9,42629.6,42855.3,43111.9,43162.9,43113.4,43183,42934,42714.8,42638.9,42704.1,42749.9,42874.9,43169.3,42905,42910.6,42812.3,42795,42870,42970.2,43007.4,42855,42699.8,42782,42797.2,42704.4,42600.1,42769.6,43016.5,43034.1,43013.1,43084.1,42907.5,42840,42765.7,42895,42824,42909.1,42938.8,42990,42900,42658.1,42511.3,42561.8,42275.4,41731,42280,42282.2,42406.9,42576.4,42603.7,42752.4,42664.7,42731.1,42696.1,42772.7,42566.4,42709.9,42670,42866.3,42204.6,42281.4,42525.4,42705.7,43014.9,42993.8,42960.9,42712.3,42621.1,42508.1,42595.2,42585.6,42699.8,42918.3,42799,42762.8,42742.1,42788.5,43033.6,42945.7,42875.1,42893.7,43160.1,42801.1,42689.5,43255.9,43252,43044.6,43005,43164.7,43191.9,43418.1,43200.2,43128.1,43086.1,42964.7,42993.6,42840.8,42841,42774.4,42800,42642,42712.5,42669.4,42849.8,42683.9,42791.9,42620,42573.9,42478.1,39317
42557.9,42629.6,42855.3,43111.9,43162.9,43113.4,43183,42934,42714.8,42638.9,42704.1,42749.9,42874.9,43169.3,42905,42910.6,42812.3,42795,42870,42970.2,43007.4,42855,42699.8,42782,42797.2,42704.4,42600.1,42769.6,43016.5,43034.1,43013.1,43084.1,42907.5,42840,42765.7,42895,42824,42909.1,42938.8,42990,42900,42658.1,42511.3,42561.8,42275.4,41731,42280,42282.2,42406.9,42576.4,42603.7,42752.4,42664.7,42731.1,42696.1,42772.7,42566.4,42709.9,42670,42866.3,42204.6,42281.4,42525.4,42705.7,43014.9,42993.8,42960.9,42712.3,42621.1,42508.1,42595.2,42585.6,42699.8,42918.3,42799,42762.8,42742.1,42788.5,43033.6,42945.7,42875.1,42893.7,43160.1,42801.1,42689.5,43255.9,43252,43044.6,43005,43164.7,43191.9,43418.1,43200.2,43128.1,43086.1,42964.7,42993.6,42840.8,42841,42774.4,42800,42642,42712.5,42669.4,42849.8,42683.9,42791.9,42620,42573.9,42478.1,42366.1,42374.8,42622.2,42621.1,42739.8,42690.5,42733.4,42782.1,42667.9,42587.3,39761.9
42704.1,42749.9,42874.9,43169.3,42905,42910.6,42812.3,42795,42870,42970.2,43007.4,42855,42699.8,42782,42797.2,42704.4,42600.1,42769.6,43016.5,43034.1,43013.1,43084.1,42907.5,42840,42765.7,42895,42824,42909.1,42938.8,42990,42900,42658.1,42511.3,42561.8,42275.4,41731,42280,42282.2,42406.9,42576.4,42603.7,42752.4,42664.7,42731.1,42696.1,42772.7,42566.4,42709.9,42670,42866.3,42204.6,42281.4,42525.4,42705.7,43014.9,42993.8,42960.9,42712.3,42621.1,42508.1,42595.2,42585.6,42699.8,42918.3,42799,42762.8,42742.1,42788.5,43033.6,42945.7,42875.1,42893.7,43160.1,42801.1,42689.5,43255.9,43252,43044.6,43005,43164.7,43191.9,43418.1,43200.2,43128.1,43086.1,42964.7,42993.6,42840.8,42841,42774.4,42800,42642,42712.5,42669.4,42849.8,42683.9,42791.9,42620,42573.9,42478.1,42366.1,42374.8,42622.2,42621.1,42739.8,42690.5,42733.4,42782.1,42667.9,42587.3,42661.3,42594.3,42681.3,42780.4,42803.9,42920.2,42744.8,42747.8,42460.1,42555.1,40029.9
43007.4,42855,42699.8,42782,42797.2,42704.4,42600.1,42769.6,43016.5,43034.1,43013.1,43084.1,42907.5,42840,42765.7,42895,42824,42909.1,42938.8,42990,42900,42658.1,42511.3,42561.8,42275.4,41731,42280,42282.2,42406.9,42576.4,42603.7,42752.4,42664.7,42731.1,42696.1,42772.7,42566.4,42709.9,42670,42866.3,42204.6,42281.4,42525.4,42705.7,43014.9,42993.8,42960.9,42712.3,42621.1,42508.1,42595.2,42585.6,42699.8,42918.3,42799,42762.8,42742.1,42788.5,43033.6,42945.7,42875.1,42893.7,43160.1,42801.1,42689.5,43255.9,43252,43044.6,43005,43164.7,43191.9,43418.1,43200.2,43128.1,43086.1,42964.7,42993.6,42840.8,42841,42774.4,42800,42642,42712.5,42669.4,42849.8,42683.9,42791.9,42620,42573.9,42478.1,42366.1,42374.8,42622.2,42621.1,42739.8,42690.5,42733.4,42782.1,42667.9,42587.3,42661.3,42594.3,42681.3,42780.4,42803.9,42920.2,42744.8,42747.8,42460.1,42555.1,42450.1,42519.5,42752.9,42629.3,41967.6,41823,41528.1,41028.8,40853.5,41127.8,39867.2
43013.1,43084.1,42907.5,42840,42765.7,42895,42824,42909.1,42938.8,42990,42900,42658.1,42511.3,42561.8,42275.4,41731,42280,42282.2,42406.9,42576.4,42603.7,42752.4,42664.7,42731.1,42696.1,42772.7,42566.4,42709.9,42670,42866.3,42204.6,42281.4,42525.4,42705.7,43014.9,42993.8,42960.9,42712.3,42621.1,42508.1,42595.2,42585.6,42699.8,42918.3,42799,42762.8,42742.1,42788.5,43033.6,42945.7,42875.1,42893.7,43160.1,42801.1,42689.5,43255.9,43252,43044.6,43005,43164.7,43191.9,43418.1,43200.2,43128.1,43086.1,42964.7,42993.6,42840.8,42841,42774.4,42800,42642,42712.5,42669.4,42849.8,42683.9,42791.9,42620,42573.9,42478.1,42366.1,42374.8,42622.2,42621.1,42739.8,42690.5,42733.4,42782.1,42667.9,42587.3,42661.3,42594.3,42681.3,42780.4,42803.9,42920.2,42744.8,42747.8,42460.1,42555.1,42450.1,42519.5,42752.9,42629.3,41967.6,41823,41528.1,41028.8,40853.5,41127.8,41350,41330.5,41290.2,41271.7,41116.6,41055.7,41103.5,41212,41466.1,41289.3,40072.5
42900,42658.1,42511.3,42561.8,42275.4,41731,42280,42282.2,42406.9,42576.4,42603.7,42752.4,42664.7,42731.1,42696.1,42772.7,42566.4,42709.9,42670,42866.3,42204.6,42281.4,42525.4,42705.7,43014.9,42993.8,42960.9,42712.3,42621.1,42508.1,42595.2,42585.6,42699.8,42918.3,42799,42762.8,42742.1,42788.5,43033.6,42945.7,42875.1,42893.7,43160.1,42801.1,42689.5,43255.9,43252,43044.6,43005,43164.7,43191.9,43418.1,43200.2,43128.1,43086.1,42964.7,42993.6,42840.8,42841,42774.4,42800,42642,42712.5,42669.4,42849.8,42683.9,42791.9,42620,42573.9,42478.1,42366.1,42374.8,42622.2,42621.1,42739.8,42690.5,42733.4,42782.1,42667.9,42587.3,42661.3,42594.3,42681.3,42780.4,42803.9,42920.2,42744.8,42747.8,42460.1,42555.1,42450.1,42519.5,42752.9,42629.3,41967.6,41823,41528.1,41028.8,40853.5,41127.8,41350,41330.5,41290.2,41271.7,41116.6,41055.7,41103.5,41212,41466.1,41289.3,41291.5,41399.9,41494.1,41474,41349.4,41399.4,40973.2,40900.6,40411.4,41256.1,39831.7
42603.7,42752.4,42664.7,42731.1,42696.1,42772.7,42566.4,42709.9,42670,42866.3,42204.6,42281.4,42525.4,42705.7,43014.9,42993.8,42960.9,42712.3,42621.1,42508.1,42595.2,42585.6,42699.8,42918.3,42799,42762.8,42742.1,42788.5,43033.6,42945.7,42875.1,42893.7,43160.1,42801.1,42689.5,43255.9,43252,43044.6,43005,43164.7,43191.9,43418.1,43200.2,43128.1,43086.1,42964.7,42993.6,42840.8,42841,42774.4,42800,42642,42712.5,42669.4,42849.8,42683.9,42791.9,42620,42573.9,42478.1,42366.1,42374.8,42622.2,42621.1,42739.8,42690.5,42733.4,42782.1,42667.9,42587.3,42661.3,42594.3,42681.3,42780.4,42803.9,42920.2,42744.8,42747.8,42460.1,42555.1,42450.1,42519.5,42752.9,42629.3,41967.6,41823,41528.1,41028.8,40853.5,41127.8,41350,41330.5,41290.2,41271.7,41116.6,41055.7,41103.5,41212,41466.1,41289.3,41291.5,41399.9,41494.1,41474,41349.4,41399.4,40973.2,40900.6,40411.4,41256.1,41815.1,41830.1,41643.1,41640.2,41689.3,41663,41482.1,41659.9,41630,41639.9,40136.6
42204.6,42281.4,42525.4,42705.7,43014.9,42993.8,42960.9,42712.3,42621.1,42508.1,42595.2,42585.6,42699.8,42918.3,42799,42762.8,42742.1,42788.5,43033.6,42945.7,42875.1,42893.7,43160.1,42801.1,42689.5,43255.9,43252,43044.6,43005,43164.7,43191.9,43418.1,43200.2,43128.1,43086.1,42964.7,42993.6,42840.8,42841,42774.4,42800,42642,42712.5,42669.4,42849.8,42683.9,42791.9,42620,42573.9,42478.1,42366.1,42374.8,42622.2,42621.1,42739.8,42690.5,42733.4,42782.1,42667.9,42587.3,42661.3,42594.3,42681.3,42780.4,42803.9,42920.2,42744.8,42747.8,42460.1,42555.1,42450.1,42519.5,42752.9,42629.3,41967.6,41823,41528.1,41028.8,40853.5,41127.8,41350,41330.5,41290.2,41271.7,41116.6,41055.7,41103.5,41212,41466.1,41289.3,41291.5,41399.9,41494.1,41474,41349.4,41399.4,40973.2,40900.6,40411.4,41256.1,41815.1,41830.1,41643.1,41640.2,41689.3,41663,41482.1,41659.9,41630,41639.9,41608.4,41629.5,41676.4,41647.4,41592,41527,41541,41580,41613,41625.8,41568
42595.2,42585.6,42699.8,42918.3,42799,42762.8,42742.1,42788.5,43033.6,42945.7,42875.1,42893.7,43160.1,42801.1,42689.5,43255.9,43252,43044.6,43005,43164.7,43191.9,43418.1,43200.2,43128.1,43086.1,42964.7,42993.6,42840.8,42841,42774.4,42800,42642,42712.5,42669.4,42849.8,42683.9,42791.9,42620,42573.9,42478.1,42366.1,42374.8,42622.2,42621.1,42739.8,42690.5,42733.4,42782.1,42667.9,42587.3,42661.3,42594.3,42681.3,42780.4,42803.9,42920.2,42744.8,42747.8,42460.1,42555.1,42450.1,42519.5,42752.9,42629.3,41967.6,41823,41528.1,41028.8,40853.5,41127.8,41350,41330.5,41290.2,41271.7,41116.6,41055.7,41103.5,41212,41466.1,41289.3,41291.5,41399.9,41494.1,41474,41349.4,41399.4,40973.2,40900.6,40411.4,41256.1,41815.1,41830.1,41643.1,41640.2,41689.3,41663,41482.1,41659.9,41630,41639.9,41608.4,41629.5,41676.4,41647.4,41592,41527,41541,41580,41613,41625.8,41537.4,41567.1,41563.8,41583,41606.1,41632.8,41744.8,41731.1,41777.5,41691.9,41776.4
42875.1,42893.7,43160.1,42801.1,42689.5,43255.9,43252,43044.6,43005,43164.7,43191.9,43418.1,43200.2,43128.1,43086.1,42964.7,42993.6,42840.8,42841,42774.4,42800,42642,42712.5,42669.4,42849.8,42683.9,42791.9,42620,42573.9,42478.1,42366.1,42374.8,42622.2,42621.1,42739.8,42690.5,42733.4,42782.1,42667.9,42587.3,42661.3,42594.3,42681.3,42780.4,42803.9,42920.2,42744.8,42747.8,42460.1,42555.1,42450.1,42519.5,42752.9,42629.3,41967.6,41823,41528.1,41028.8,40853.5,41127.8,41350,41330.5,41290.2,41271.7,41116.6,41055.7,41103.5,41212,41466.1,41289.3,41291.5,41399.9,41494.1,41474,41349.4,41399.4,40973.2,40900.6,40411.4,41256.1,41815.1,41830.1,41643.1,41640.2,41689.3,41663,41482.1,41659.9,41630,41639.9,41608.4,41629.5,41676.4,41647.4,41592,41527,41541,41580,41613,41625.8,41537.4,41567.1,41563.8,41583,41606.1,41632.8,41744.8,41731.1,41777.5,41691.9,41651.2,41663.1,41704.9,41680.1,41679,41634.7,41601.5,41638.5,41659.9,41743.6,41728.5
43191.9,43418.1,43200.2,43128.1,43086.1,42964.7,42993.6,42840.8,42841,42774.4,42800,42642,42712.5,42669.4,42849.8,42683.9,42791.9,42620,42573.9,42478.1,42366.1,42374.8,42622.2,42621.1,42739.8,42690.5,42733.4,42782.1,42667.9,42587.3,42661.3,42594.3,42681.3,42780.4,42803.9,42920.2,42744.8,42747.8,42460.1,42555.1,42450.1,42519.5,42752.9,42629.3,41967.6,41823,41528.1,41028.8,40853.5,41127.8,41350,41330.5,41290.2,41271.7,41116.6,41055.7,41103.5,41212,41466.1,41289.3,41291.5,41399.9,41494.1,41474,41349.4,41399.4,40973.2,40900.6,40411.4,41256.1,41815.1,41830.1,41643.1,41640.2,41689.3,41663,41482.1,41659.9,41630,41639.9,41608.4,41629.5,41676.4,41647.4,41592,41527,41541,41580,41613,41625.8,41537.4,41567.1,41563.8,41583,41606.1,41632.8,41744.8,41731.1,41777.5,41691.9,41651.2,41663.1,41704.9,41680.1,41679,41634.7,41601.5,41638.5,41659.9,41743.6,41786.9,41720.3,41729.9,41846.6,41774.4,41647.1,41600.1,41671.7,41684.3,41724.1,42039.9
42800,42642,42712.5,42669.4,42849.8,42683.9,42791.9,42620,42573.9,42478.1,42366.1,42374.8,42622.2,42621.1,42739.8,42690.5,42733.4,42782.1,42667.9,42587.3,42661.3,42594.3,42681.3,42780.4,42803.9,42920.2,42744.8,42747.8,42460.1,42555.1,42450.1,42519.5,42752.9,42629.3,41967.6,41823,41528.1,41028.8,40853.5,41127.8,41350,41330.5,41290.2,41271.7,41116.6,41055.7,41103.5,41212,41466.1,41289.3,41291.5,41399.9,41494.1,41474,41349.4,41399.4,40973.2,40900.6,40411.4,41256.1,41815.1,41830.1,41643.1,41640.2,41689.3,41663,41482.1,41659.9,41630,41639.9,41608.4,41629.5,41676.4,41647.4,41592,41527,41541,41580,41613,41625.8,41537.4,41567.1,41563.8,41583,41606.1,41632.8,41744.8,41731.1,41777.5,41691.9,41651.2,41663.1,41704.9,41680.1,41679,41634.7,41601.5,41638.5,41659.9,41743.6,41786.9,41720.3,41729.9,41846.6,41774.4,41647.1,41600.1,41671.7,41684.3,41724.1,41644,41783.3,41637.4,41585.6,41653.3,41375.5,41324,41206.8,40782.2,41129.9,42381.1
42366.1,42374.8,42622.2,42621.1,42739.8,42690.5,42733.4,42782.1,42667.9,42587.3,42661.3,42594.3,42681.3,42780.4,42803.9,42920.2,42744.8,42747.8,42460.1,42555.1,42450.1,42519.5,42752.9,42629.3,41967.6,41823,41528.1,41028.8,40853.5,41127.8,41350,41330.5,41290.2,41271.7,41116.6,41055.7,41103.5,41212,41466.1,41289.3,41291.5,41399.9,41494.1,41474,41349.4,41399.4,40973.2,40900.6,40411.4,41256.1,41815.1,41830.1,41643.1,41640.2,41689.3,41663,41482.1,41659.9,41630,41639.9,41608.4,41629.5,41676.4,41647.4,41592,41527,41541,41580,41613,41625.8,41537.4,41567.1,41563.8,41583,41606.1,41632.8,41744.8,41731.1,41777.5,41691.9,41651.2,41663.1,41704.9,41680.1,41679,41634.7,41601.5,41638.5,41659.9,41743.6,41786.9,41720.3,41729.9,41846.6,41774.4,41647.1,41600.1,41671.7,41684.3,41724.1,41644,41783.3,41637.4,41585.6,41653.3,41375.5,41324,41206.8,40782.2,41129.9,41205.7,41047.7,40967.6,40749.9,40706.8,40819.9,40890.2,40943.8,40691.7,40774,42293.8
42661.3,42594.3,42681.3,42780.4,42803.9,42920.2,42744.8,42747.8,42460.1,42555.1,42450.1,42519.5,42752.9,42629.3,41967.6,41823,41528.1,41028.8,40853.5,41127.8,41350,41330.5,41290.2,41271.7,41116.6,41055.7,41103.5,41212,41466.1,41289.3,41291.5,41399.9,41494.1,41474,41349.4,41399.4,40973.2,40900.6,40411.4,41256.1,41815.1,41830.1,41643.1,41640.2,41689.3,41663,41482.1,41659.9,41630,41639.9,41608.4,41629.5,41676.4,41647.4,41592,41527,41541,41580,41613,41625.8,41537.4,41567.1,41563.8,41583,41606.1,41632.8,41744.8,41731.1,41777.5,41691.9,41651.2,41663.1,41704.9,41680.1,41679,41634.7,41601.5,41638.5,41659.9,41743.6,41786.9,41720.3,41729.9,41846.6,41774.4,41647.1,41600.1,41671.7,41684.3,41724.1,41644,41783.3,41637.4,41585.6,41653.3,41375.5,41324,41206.8,40782.2,41129.9,41205.7,41047.7,40967.6,40749.9,40706.8,40819.9,40890.2,40943.8,40691.7,40774,40518.6,40719.6,40318.8,39811.1,40180.8,39846.7,39820.1,39559.3,39868,39822.2,42211.8
42450.1,42519.5,42752.9,42629.3,41967.6,41823,41528.1,41028.8,40853.5,41127.8,41350,41330.5,41290.2,41271.7,41116.6,41055.7,41103.5,41212,41466.1,41289.3,41291.5,41399.9,41494.1,41474,41349.4,41399.4,40973.2,40900.6,40411.4,41256.1,41815.1,41830.1,41643.1,41640.2,41689.3,41663,41482.1,41659.9,41630,41639.9,41608.4,41629.5,41676.4,41647.4,41592,41527,41541,41580,41613,41625.8,41537.4,41567.1,41563.8,41583,41606.1,41632.8,41744.8,41731.1,41777.5,41691.9,41651.2,41663.1,41704.9,41680.1,41679,41634.7,41601.5,41638.5,41659.9,41743.6,41786.9,41720.3,41729.9,41846.6,41774.4,41647.1,41600.1,41671.7,41684.3,41724.1,41644,41783.3,41637.4,41585.6,41653.3,41375.5,41324,41206.8,40782.2,41129.9,41205.7,41047.7,40967.6,40749.9,40706.8,40819.9,40890.2,40943.8,40691.7,40774,40518.6,40719.6,40318.8,39811.1,40180.8,39846.7,39820.1,39559.3,39868,39822.2,40055.9,39997.3,40056.8,40065.1,40017.7,39776.9,39462.1,38955.9,38917.1,38840.9,42086.4
41350,41330.5,41290.2,41271.7,41116.6,41055.7,41103.5,41212,41466.1,41289.3,41291.5,41399.9,41494.1,41474,41349.4,41399.4,40973.2,40900.6,40411.4,41256.1,41815.1,41830.1,41643.1,41640.2,41689.3,41663,41482.1,41659.9,41630,41639.9,41608.4,41629.5,41676.4,41647.4,41592,41527,41541,41580,41613,41625.8,41537.4,41567.1,41563.8,41583,41606.1,41632.8,41744.8,41731.1,41777.5,41691.9,41651.2,41663.1,41704.9,41680.1,41679,41634.7,41601.5,41638.5,41659.9,41743.6,41786.9,41720.3,41729.9,41846.6,41774.4,41647.1,41600.1,41671.7,41684.3,41724.1,41644,41783.3,41637.4,41585.6,41653.3,41375.5,41324,41206.8,40782.2,41129.9,41205.7,41047.7,40967.6,40749.9,40706.8,40819.9,40890.2,40943.8,40691.7,40774,40518.6,40719.6,40318.8,39811.1,40180.8,39846.7,39820.1,39559.3,39868,39822.2,40055.9,39997.3,40056.8,40065.1,40017.7,39776.9,39462.1,38955.9,38917.1,38840.9,39059.9,38852.6,38763.9,39194.1,39317,39401.4,39090,39133,39171.7,39214,43080.2
