data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120,label
66426.6,66498.8,66645.7,66641.6,67116.7,67113.4,66379.5,66793.1,66732,66867.8,67085.9,66970.8,66899.7,67072.5,66960,67390,68171.1,68290.3,68677.5,70002.8,69480.5,69695,69577.4,71436.9,71306.2,71084,71229.9,71250,70891.9,71167.8,71172.6,70892.1,70930,71002.3,71091.1,71136,71375.4,70617.4,70221.6,69865.7,69716.5,69906.8,69879,69316,69751.8,69755.9,70248,70167.8,70130.1,70188.5,70024.7,69993.6,69650.7,69954.6,69920,69750.3,70055.1,70030.8,70222.8,69767.7,69684.6,69620.9,70145.6,70481.6,70259.2,69878.8,69616.3,69670,69472.2,69533.5,69191,69210.1,69544.9,69530.7,69559.1,69496.1,69604.5,69531,69608.8,69773.4,69744.1,69691.6,69591.3,70013.6,69464.1,68056.1,67800.8,68129.5,67870,67690.8,67442.2,67249.5,67850.3,68031.5,67717.7,68000.3,67892.2,67776.7,68018,67900,67735,67324,66910.7,67176.7,67201.3,67385.3,67379.7,67362.8,67519.9,67082.3,67883.7,68339.8,68405.3,68934.7,68969.7,69123.9,68840.2,68897.2,68799.6,68580,68470.9
67085.9,66970.8,66899.7,67072.5,66960,67390,68171.1,68290.3,68677.5,70002.8,69480.5,69695,69577.4,71436.9,71306.2,71084,71229.9,71250,70891.9,71167.8,71172.6,70892.1,70930,71002.3,71091.1,71136,71375.4,70617.4,70221.6,69865.7,69716.5,69906.8,69879,69316,69751.8,69755.9,70248,70167.8,70130.1,70188.5,70024.7,69993.6,69650.7,69954.6,69920,69750.3,70055.1,70030.8,70222.8,69767.7,69684.6,69620.9,70145.6,70481.6,70259.2,69878.8,69616.3,69670,69472.2,69533.5,69191,69210.1,69544.9,69530.7,69559.1,69496.1,69604.5,69531,69608.8,69773.4,69744.1,69691.6,69591.3,70013.6,69464.1,68056.1,67800.8,68129.5,67870,67690.8,67442.2,67249.5,67850.3,68031.5,67717.7,68000.3,67892.2,67776.7,68018,67900,67735,67324,66910.7,67176.7,67201.3,67385.3,67379.7,67362.8,67519.9,67082.3,67883.7,68339.8,68405.3,68934.7,68969.7,69123.9,68840.2,68897.2,68799.6,68580,68545.9,68625.1,68830.9,68779.3,68795.4,68734.4,68674.9,68764,68899.7,69110.5,68358.9
69480.5,69695,69577.4,71436.9,71306.2,71084,71229.9,71250,70891.9,71167.8,71172.6,70892.1,70930,71002.3,71091.1,71136,71375.4,70617.4,70221.6,69865.7,69716.5,69906.8,69879,69316,69751.8,69755.9,70248,70167.8,70130.1,70188.5,70024.7,69993.6,69650.7,69954.6,69920,69750.3,70055.1,70030.8,70222.8,69767.7,69684.6,69620.9,70145.6,70481.6,70259.2,69878.8,69616.3,69670,69472.2,69533.5,69191,69210.1,69544.9,69530.7,69559.1,69496.1,69604.5,69531,69608.8,69773.4,69744.1,69691.6,69591.3,70013.6,69464.1,68056.1,67800.8,68129.5,67870,67690.8,67442.2,67249.5,67850.3,68031.5,67717.7,68000.3,67892.2,67776.7,68018,67900,67735,67324,66910.7,67176.7,67201.3,67385.3,67379.7,67362.8,67519.9,67082.3,67883.7,68339.8,68405.3,68934.7,68969.7,69123.9,68840.2,68897.2,68799.6,68580,68545.9,68625.1,68830.9,68779.3,68795.4,68734.4,68674.9,68764,68899.7,69110.5,69396.1,69097.3,69129.8,69050,69026.1,68950,68950,69068.5,69212.2,69158.6,67740
71172.6,70892.1,70930,71002.3,71091.1,71136,71375.4,70617.4,70221.6,69865.7,69716.5,69906.8,69879,69316,69751.8,69755.9,70248,70167.8,70130.1,70188.5,70024.7,69993.6,69650.7,69954.6,69920,69750.3,70055.1,70030.8,70222.8,69767.7,69684.6,69620.9,70145.6,70481.6,70259.2,69878.8,69616.3,69670,69472.2,69533.5,69191,69210.1,69544.9,69530.7,69559.1,69496.1,69604.5,69531,69608.8,69773.4,69744.1,69691.6,69591.3,70013.6,69464.1,68056.1,67800.8,68129.5,67870,67690.8,67442.2,67249.5,67850.3,68031.5,67717.7,68000.3,67892.2,67776.7,68018,67900,67735,67324,66910.7,67176.7,67201.3,67385.3,67379.7,67362.8,67519.9,67082.3,67883.7,68339.8,68405.3,68934.7,68969.7,69123.9,68840.2,68897.2,68799.6,68580,68545.9,68625.1,68830.9,68779.3,68795.4,68734.4,68674.9,68764,68899.7,69110.5,69396.1,69097.3,69129.8,69050,69026.1,68950,68950,69068.5,69212.2,69158.6,69104.8,69161.3,69137.7,69306.2,69164.9,69170.1,68920.1,69086.5,68994,69150.7,67725.3
69716.5,69906.8,69879,69316,69751.8,69755.9,70248,70167.8,70130.1,70188.5,70024.7,69993.6,69650.7,69954.6,69920,69750.3,70055.1,70030.8,70222.8,69767.7,69684.6,69620.9,70145.6,70481.6,70259.2,69878.8,69616.3,69670,69472.2,69533.5,69191,69210.1,69544.9,69530.7,69559.1,69496.1,69604.5,69531,69608.8,69773.4,69744.1,69691.6,69591.3,70013.6,69464.1,68056.1,67800.8,68129.5,67870,67690.8,67442.2,67249.5,67850.3,68031.5,67717.7,68000.3,67892.2,67776.7,68018,67900,67735,67324,66910.7,67176.7,67201.3,67385.3,67379.7,67362.8,67519.9,67082.3,67883.7,68339.8,68405.3,68934.7,68969.7,69123.9,68840.2,68897.2,68799.6,68580,68545.9,68625.1,68830.9,68779.3,68795.4,68734.4,68674.9,68764,68899.7,69110.5,69396.1,69097.3,69129.8,69050,69026.1,68950,68950,69068.5,69212.2,69158.6,69104.8,69161.3,69137.7,69306.2,69164.9,69170.1,68920.1,69086.5,68994,69150.7,69116,69348.8,69202.5,69119.5,69240.7,69160,69009.9,69163.1,69302.5,68851.2,67722.7
70024.7,69993.6,69650.7,69954.6,69920,69750.3,70055.1,70030.8,70222.8,69767.7,69684.6,69620.9,70145.6,70481.6,70259.2,69878.8,69616.3,69670,69472.2,69533.5,69191,69210.1,69544.9,69530.7,69559.1,69496.1,69604.5,69531,69608.8,69773.4,69744.1,69691.6,69591.3,70013.6,69464.1,68056.1,67800.8,68129.5,67870,67690.8,67442.2,67249.5,67850.3,68031.5,67717.7,68000.3,67892.2,67776.7,68018,67900,67735,67324,66910.7,67176.7,67201.3,67385.3,67379.7,67362.8,67519.9,67082.3,67883.7,68339.8,68405.3,68934.7,68969.7,69123.9,68840.2,68897.2,68799.6,68580,68545.9,68625.1,68830.9,68779.3,68795.4,68734.4,68674.9,68764,68899.7,69110.5,69396.1,69097.3,69129.8,69050,69026.1,68950,68950,69068.5,69212.2,69158.6,69104.8,69161.3,69137.7,69306.2,69164.9,69170.1,68920.1,69086.5,68994,69150.7,69116,69348.8,69202.5,69119.5,69240.7,69160,69009.9,69163.1,69302.5,68851.2,68818.3,68804.1,68811,68917.5,68730,68536.1,68552,68528.6,68834.4,69102.5,67756.5
69684.6,69620.9,70145.6,70481.6,70259.2,69878.8,69616.3,69670,69472.2,69533.5,69191,69210.1,69544.9,69530.7,69559.1,69496.1,69604.5,69531,69608.8,69773.4,69744.1,69691.6,69591.3,70013.6,69464.1,68056.1,67800.8,68129.5,67870,67690.8,67442.2,67249.5,67850.3,68031.5,67717.7,68000.3,67892.2,67776.7,68018,67900,67735,67324,66910.7,67176.7,67201.3,67385.3,67379.7,67362.8,67519.9,67082.3,67883.7,68339.8,68405.3,68934.7,68969.7,69123.9,68840.2,68897.2,68799.6,68580,68545.9,68625.1,68830.9,68779.3,68795.4,68734.4,68674.9,68764,68899.7,69110.5,69396.1,69097.3,69129.8,69050,69026.1,68950,68950,69068.5,69212.2,69158.6,69104.8,69161.3,69137.7,69306.2,69164.9,69170.1,68920.1,69086.5,68994,69150.7,69116,69348.8,69202.5,69119.5,69240.7,69160,69009.9,69163.1,69302.5,68851.2,68818.3,68804.1,68811,68917.5,68730,68536.1,68552,68528.6,68834.4,69102.5,69139.8,68899.1,68768.9,68548.1,68424.6,68680.1,68643.9,68611.2,68600.1,68471.9,67955.6
69191,69210.1,69544.9,69530.7,69559.1,69496.1,69604.5,69531,69608.8,69773.4,69744.1,69691.6,69591.3,70013.6,69464.1,68056.1,67800.8,68129.5,67870,67690.8,67442.2,67249.5,67850.3,68031.5,67717.7,68000.3,67892.2,67776.7,68018,67900,67735,67324,66910.7,67176.7,67201.3,67385.3,67379.7,67362.8,67519.9,67082.3,67883.7,68339.8,68405.3,68934.7,68969.7,69123.9,68840.2,68897.2,68799.6,68580,68545.9,68625.1,68830.9,68779.3,68795.4,68734.4,68674.9,68764,68899.7,69110.5,69396.1,69097.3,69129.8,69050,69026.1,68950,68950,69068.5,69212.2,69158.6,69104.8,69161.3,69137.7,69306.2,69164.9,69170.1,68920.1,69086.5,68994,69150.7,69116,69348.8,69202.5,69119.5,69240.7,69160,69009.9,69163.1,69302.5,68851.2,68818.3,68804.1,68811,68917.5,68730,68536.1,68552,68528.6,68834.4,69102.5,69139.8,68899.1,68768.9,68548.1,68424.6,68680.1,68643.9,68611.2,68600.1,68471.9,68654.7,68951.9,69555,70439.2,70220,70230.2,70030,69305.9,69685.1,69833.2,67940.5
69744.1,69691.6,69591.3,70013.6,69464.1,68056.1,67800.8,68129.5,67870,67690.8,67442.2,67249.5,67850.3,68031.5,67717.7,68000.3,67892.2,67776.7,68018,67900,67735,67324,66910.7,67176.7,67201.3,67385.3,67379.7,67362.8,67519.9,67082.3,67883.7,68339.8,68405.3,68934.7,68969.7,69123.9,68840.2,68897.2,68799.6,68580,68545.9,68625.1,68830.9,68779.3,68795.4,68734.4,68674.9,68764,68899.7,69110.5,69396.1,69097.3,69129.8,69050,69026.1,68950,68950,69068.5,69212.2,69158.6,69104.8,69161.3,69137.7,69306.2,69164.9,69170.1,68920.1,69086.5,68994,69150.7,69116,69348.8,69202.5,69119.5,69240.7,69160,69009.9,69163.1,69302.5,68851.2,68818.3,68804.1,68811,68917.5,68730,68536.1,68552,68528.6,68834.4,69102.5,69139.8,68899.1,68768.9,68548.1,68424.6,68680.1,68643.9,68611.2,68600.1,68471.9,68654.7,68951.9,69555,70439.2,70220,70230.2,70030,69305.9,69685.1,69833.2,69618.9,69450,69400.8,68632,68690.9,68042.8,67800,68055.5,67977.6,67683.5,69168.1
67442.2,67249.5,67850.3,68031.5,67717.7,68000.3,67892.2,67776.7,68018,67900,67735,67324,66910.7,67176.7,67201.3,67385.3,67379.7,67362.8,67519.9,67082.3,67883.7,68339.8,68405.3,68934.7,68969.7,69123.9,68840.2,68897.2,68799.6,68580,68545.9,68625.1,68830.9,68779.3,68795.4,68734.4,68674.9,68764,68899.7,69110.5,69396.1,69097.3,69129.8,69050,69026.1,68950,68950,69068.5,69212.2,69158.6,69104.8,69161.3,69137.7,69306.2,69164.9,69170.1,68920.1,69086.5,68994,69150.7,69116,69348.8,69202.5,69119.5,69240.7,69160,69009.9,69163.1,69302.5,68851.2,68818.3,68804.1,68811,68917.5,68730,68536.1,68552,68528.6,68834.4,69102.5,69139.8,68899.1,68768.9,68548.1,68424.6,68680.1,68643.9,68611.2,68600.1,68471.9,68654.7,68951.9,69555,70439.2,70220,70230.2,70030,69305.9,69685.1,69833.2,69618.9,69450,69400.8,68632,68690.9,68042.8,67800,68055.5,67977.6,67683.5,68152.5,68337,68593.3,68403.9,68216.3,67810.6,67983.4,68400,67716.5,67780.7,69323.3
67735,67324,66910.7,67176.7,67201.3,67385.3,67379.7,67362.8,67519.9,67082.3,67883.7,68339.8,68405.3,68934.7,68969.7,69123.9,68840.2,68897.2,68799.6,68580,68545.9,68625.1,68830.9,68779.3,68795.4,68734.4,68674.9,68764,68899.7,69110.5,69396.1,69097.3,69129.8,69050,69026.1,68950,68950,69068.5,69212.2,69158.6,69104.8,69161.3,69137.7,69306.2,69164.9,69170.1,68920.1,69086.5,68994,69150.7,69116,69348.8,69202.5,69119.5,69240.7,69160,69009.9,69163.1,69302.5,68851.2,68818.3,68804.1,68811,68917.5,68730,68536.1,68552,68528.6,68834.4,69102.5,69139.8,68899.1,68768.9,68548.1,68424.6,68680.1,68643.9,68611.2,68600.1,68471.9,68654.7,68951.9,69555,70439.2,70220,70230.2,70030,69305.9,69685.1,69833.2,69618.9,69450,69400.8,68632,68690.9,68042.8,67800,68055.5,67977.6,67683.5,68152.5,68337,68593.3,68403.9,68216.3,67810.6,67983.4,68400,67716.5,67780.7,67889.5,68457.6,68367.9,68444.5,68648.1,68443.6,68538.1,68609.2,68727,68872.1,69117.4
67883.7,68339.8,68405.3,68934.7,68969.7,69123.9,68840.2,68897.2,68799.6,68580,68545.9,68625.1,68830.9,68779.3,68795.4,68734.4,68674.9,68764,68899.7,69110.5,69396.1,69097.3,69129.8,69050,69026.1,68950,68950,69068.5,69212.2,69158.6,69104.8,69161.3,69137.7,69306.2,69164.9,69170.1,68920.1,69086.5,68994,69150.7,69116,69348.8,69202.5,69119.5,69240.7,69160,69009.9,69163.1,69302.5,68851.2,68818.3,68804.1,68811,68917.5,68730,68536.1,68552,68528.6,68834.4,69102.5,69139.8,68899.1,68768.9,68548.1,68424.6,68680.1,68643.9,68611.2,68600.1,68471.9,68654.7,68951.9,69555,70439.2,70220,70230.2,70030,69305.9,69685.1,69833.2,69618.9,69450,69400.8,68632,68690.9,68042.8,67800,68055.5,67977.6,67683.5,68152.5,68337,68593.3,68403.9,68216.3,67810.6,67983.4,68400,67716.5,67780.7,67889.5,68457.6,68367.9,68444.5,68648.1,68443.6,68538.1,68609.2,68727,68872.1,68891.7,68644.3,68552.5,67980,67898.5,67928,68023.8,67800,67931.1,67918.4,69684.4
68545.9,68625.1,68830.9,68779.3,68795.4,68734.4,68674.9,68764,68899.7,69110.5,69396.1,69097.3,69129.8,69050,69026.1,68950,68950,69068.5,69212.2,69158.6,69104.8,69161.3,69137.7,69306.2,69164.9,69170.1,68920.1,69086.5,68994,69150.7,69116,69348.8,69202.5,69119.5,69240.7,69160,69009.9,69163.1,69302.5,68851.2,68818.3,68804.1,68811,68917.5,68730,68536.1,68552,68528.6,68834.4,69102.5,69139.8,68899.1,68768.9,68548.1,68424.6,68680.1,68643.9,68611.2,68600.1,68471.9,68654.7,68951.9,69555,70439.2,70220,70230.2,70030,69305.9,69685.1,69833.2,69618.9,69450,69400.8,68632,68690.9,68042.8,67800,68055.5,67977.6,67683.5,68152.5,68337,68593.3,68403.9,68216.3,67810.6,67983.4,68400,67716.5,67780.7,67889.5,68457.6,68367.9,68444.5,68648.1,68443.6,68538.1,68609.2,68727,68872.1,68891.7,68644.3,68552.5,67980,67898.5,67928,68023.8,67800,67931.1,67918.4,67661.2,67404.9,67593.8,67645.9,67425.1,67297.6,67504.3,67723.9,67711.4,67676,70817.8
69396.1,69097.3,69129.8,69050,69026.1,68950,68950,69068.5,69212.2,69158.6,69104.8,69161.3,69137.7,69306.2,69164.9,69170.1,68920.1,69086.5,68994,69150.7,69116,69348.8,69202.5,69119.5,69240.7,69160,69009.9,69163.1,69302.5,68851.2,68818.3,68804.1,68811,68917.5,68730,68536.1,68552,68528.6,68834.4,69102.5,69139.8,68899.1,68768.9,68548.1,68424.6,68680.1,68643.9,68611.2,68600.1,68471.9,68654.7,68951.9,69555,70439.2,70220,70230.2,70030,69305.9,69685.1,69833.2,69618.9,69450,69400.8,68632,68690.9,68042.8,67800,68055.5,67977.6,67683.5,68152.5,68337,68593.3,68403.9,68216.3,67810.6,67983.4,68400,67716.5,67780.7,67889.5,68457.6,68367.9,68444.5,68648.1,68443.6,68538.1,68609.2,68727,68872.1,68891.7,68644.3,68552.5,67980,67898.5,67928,68023.8,67800,67931.1,67918.4,67661.2,67404.9,67593.8,67645.9,67425.1,67297.6,67504.3,67723.9,67711.4,67676,67597.7,67831.3,67980.1,68150,68198.2,68168.9,67860.3,67606.6,67706,67765.9,70834
69104.8,69161.3,69137.7,69306.2,69164.9,69170.1,68920.1,69086.5,68994,69150.7,69116,69348.8,69202.5,69119.5,69240.7,69160,69009.9,69163.1,69302.5,68851.2,68818.3,68804.1,68811,68917.5,68730,68536.1,68552,68528.6,68834.4,69102.5,69139.8,68899.1,68768.9,68548.1,68424.6,68680.1,68643.9,68611.2,68600.1,68471.9,68654.7,68951.9,69555,70439.2,70220,70230.2,70030,69305.9,69685.1,69833.2,69618.9,69450,69400.8,68632,68690.9,68042.8,67800,68055.5,67977.6,67683.5,68152.5,68337,68593.3,68403.9,68216.3,67810.6,67983.4,68400,67716.5,67780.7,67889.5,68457.6,68367.9,68444.5,68648.1,68443.6,68538.1,68609.2,68727,68872.1,68891.7,68644.3,68552.5,67980,67898.5,67928,68023.8,67800,67931.1,67918.4,67661.2,67404.9,67593.8,67645.9,67425.1,67297.6,67504.3,67723.9,67711.4,67676,67597.7,67831.3,67980.1,68150,68198.2,68168.9,67860.3,67606.6,67706,67765.9,67951.3,67819.9,68157.4,68641.7,68400.1,68558.9,68722.9,69354.9,69401.9,68677.5,71215
69116,69348.8,69202.5,69119.5,69240.7,69160,69009.9,69163.1,69302.5,68851.2,68818.3,68804.1,68811,68917.5,68730,68536.1,68552,68528.6,68834.4,69102.5,69139.8,68899.1,68768.9,68548.1,68424.6,68680.1,68643.9,68611.2,68600.1,68471.9,68654.7,68951.9,69555,70439.2,70220,70230.2,70030,69305.9,69685.1,69833.2,69618.9,69450,69400.8,68632,68690.9,68042.8,67800,68055.5,67977.6,67683.5,68152.5,68337,68593.3,68403.9,68216.3,67810.6,67983.4,68400,67716.5,67780.7,67889.5,68457.6,68367.9,68444.5,68648.1,68443.6,68538.1,68609.2,68727,68872.1,68891.7,68644.3,68552.5,67980,67898.5,67928,68023.8,67800,67931.1,67918.4,67661.2,67404.9,67593.8,67645.9,67425.1,67297.6,67504.3,67723.9,67711.4,67676,67597.7,67831.3,67980.1,68150,68198.2,68168.9,67860.3,67606.6,67706,67765.9,67951.3,67819.9,68157.4,68641.7,68400.1,68558.9,68722.9,69354.9,69401.9,68677.5,68477.8,68438,68325.2,68371.8,68470.9,68438.2,68541.3,68534.7,68518.8,68433.9,70921.9
68818.3,68804.1,68811,68917.5,68730,68536.1,68552,68528.6,68834.4,69102.5,69139.8,68899.1,68768.9,68548.1,68424.6,68680.1,68643.9,68611.2,68600.1,68471.9,68654.7,68951.9,69555,70439.2,70220,70230.2,70030,69305.9,69685.1,69833.2,69618.9,69450,69400.8,68632,68690.9,68042.8,67800,68055.5,67977.6,67683.5,68152.5,68337,68593.3,68403.9,68216.3,67810.6,67983.4,68400,67716.5,67780.7,67889.5,68457.6,68367.9,68444.5,68648.1,68443.6,68538.1,68609.2,68727,68872.1,68891.7,68644.3,68552.5,67980,67898.5,67928,68023.8,67800,67931.1,67918.4,67661.2,67404.9,67593.8,67645.9,67425.1,67297.6,67504.3,67723.9,67711.4,67676,67597.7,67831.3,67980.1,68150,68198.2,68168.9,67860.3,67606.6,67706,67765.9,67951.3,67819.9,68157.4,68641.7,68400.1,68558.9,68722.9,69354.9,69401.9,68677.5,68477.8,68438,68325.2,68371.8,68470.9,68438.2,68541.3,68534.7,68518.8,68433.9,68270.1,68187.2,68135.1,67950.8,68358.9,68370.3,68644.6,68083.4,67527.1,67226.7,70971.1
69139.8,68899.1,68768.9,68548.1,68424.6,68680.1,68643.9,68611.2,68600.1,68471.9,68654.7,68951.9,69555,70439.2,70220,70230.2,70030,69305.9,69685.1,69833.2,69618.9,69450,69400.8,68632,68690.9,68042.8,67800,68055.5,67977.6,67683.5,68152.5,68337,68593.3,68403.9,68216.3,67810.6,67983.4,68400,67716.5,67780.7,67889.5,68457.6,68367.9,68444.5,68648.1,68443.6,68538.1,68609.2,68727,68872.1,68891.7,68644.3,68552.5,67980,67898.5,67928,68023.8,67800,67931.1,67918.4,67661.2,67404.9,67593.8,67645.9,67425.1,67297.6,67504.3,67723.9,67711.4,67676,67597.7,67831.3,67980.1,68150,68198.2,68168.9,67860.3,67606.6,67706,67765.9,67951.3,67819.9,68157.4,68641.7,68400.1,68558.9,68722.9,69354.9,69401.9,68677.5,68477.8,68438,68325.2,68371.8,68470.9,68438.2,68541.3,68534.7,68518.8,68433.9,68270.1,68187.2,68135.1,67950.8,68358.9,68370.3,68644.6,68083.4,67527.1,67226.7,67220.1,67372.3,67443.9,67705.9,67740,67585.1,67522.5,67555.8,67668.7,67579.7,70862.9
68654.7,68951.9,69555,70439.2,70220,70230.2,70030,69305.9,69685.1,69833.2,69618.9,69450,69400.8,68632,68690.9,68042.8,67800,68055.5,67977.6,67683.5,68152.5,68337,68593.3,68403.9,68216.3,67810.6,67983.4,68400,67716.5,67780.7,67889.5,68457.6,68367.9,68444.5,68648.1,68443.6,68538.1,68609.2,68727,68872.1,68891.7,68644.3,68552.5,67980,67898.5,67928,68023.8,67800,67931.1,67918.4,67661.2,67404.9,67593.8,67645.9,67425.1,67297.6,67504.3,67723.9,67711.4,67676,67597.7,67831.3,67980.1,68150,68198.2,68168.9,67860.3,67606.6,67706,67765.9,67951.3,67819.9,68157.4,68641.7,68400.1,68558.9,68722.9,69354.9,69401.9,68677.5,68477.8,68438,68325.2,68371.8,68470.9,68438.2,68541.3,68534.7,68518.8,68433.9,68270.1,68187.2,68135.1,67950.8,68358.9,68370.3,68644.6,68083.4,67527.1,67226.7,67220.1,67372.3,67443.9,67705.9,67740,67585.1,67522.5,67555.8,67668.7,67579.7,67752.8,67742.7,67704.7,67721.9,67725.3,67656,67744.8,67747.8,67660.1,67697.7,71264.5
69618.9,69450,69400.8,68632,68690.9,68042.8,67800,68055.5,67977.6,67683.5,68152.5,68337,68593.3,68403.9,68216.3,67810.6,67983.4,68400,67716.5,67780.7,67889.5,68457.6,68367.9,68444.5,68648.1,68443.6,68538.1,68609.2,68727,68872.1,68891.7,68644.3,68552.5,67980,67898.5,67928,68023.8,67800,67931.1,67918.4,67661.2,67404.9,67593.8,67645.9,67425.1,67297.6,67504.3,67723.9,67711.4,67676,67597.7,67831.3,67980.1,68150,68198.2,68168.9,67860.3,67606.6,67706,67765.9,67951.3,67819.9,68157.4,68641.7,68400.1,68558.9,68722.9,69354.9,69401.9,68677.5,68477.8,68438,68325.2,68371.8,68470.9,68438.2,68541.3,68534.7,68518.8,68433.9,68270.1,68187.2,68135.1,67950.8,68358.9,68370.3,68644.6,68083.4,67527.1,67226.7,67220.1,67372.3,67443.9,67705.9,67740,67585.1,67522.5,67555.8,67668.7,67579.7,67752.8,67742.7,67704.7,67721.9,67725.3,67656,67744.8,67747.8,67660.1,67697.7,67747.6,67750,67837.5,67708.9,67722.7,67809.3,67777.8,67777.7,67832,67788.7,69545
68152.5,68337,68593.3,68403.9,68216.3,67810.6,67983.4,68400,67716.5,67780.7,67889.5,68457.6,68367.9,68444.5,68648.1,68443.6,68538.1,68609.2,68727,68872.1,68891.7,68644.3,68552.5,67980,67898.5,67928,68023.8,67800,67931.1,67918.4,67661.2,67404.9,67593.8,67645.9,67425.1,67297.6,67504.3,67723.9,67711.4,67676,67597.7,67831.3,67980.1,68150,68198.2,68168.9,67860.3,67606.6,67706,67765.9,67951.3,67819.9,68157.4,68641.7,68400.1,68558.9,68722.9,69354.9,69401.9,68677.5,68477.8,68438,68325.2,68371.8,68470.9,68438.2,68541.3,68534.7,68518.8,68433.9,68270.1,68187.2,68135.1,67950.8,68358.9,68370.3,68644.6,68083.4,67527.1,67226.7,67220.1,67372.3,67443.9,67705.9,67740,67585.1,67522.5,67555.8,67668.7,67579.7,67752.8,67742.7,67704.7,67721.9,67725.3,67656,67744.8,67747.8,67660.1,67697.7,67747.6,67750,67837.5,67708.9,67722.7,67809.3,67777.8,67777.7,67832,67788.7,67797.7,67792.8,67916,67780.7,67756.5,67816.1,67873,67750.4,67859.1,67730,69468.2
67889.5,68457.6,68367.9,68444.5,68648.1,68443.6,68538.1,68609.2,68727,68872.1,68891.7,68644.3,68552.5,67980,67898.5,67928,68023.8,67800,67931.1,67918.4,67661.2,67404.9,67593.8,67645.9,67425.1,67297.6,67504.3,67723.9,67711.4,67676,67597.7,67831.3,67980.1,68150,68198.2,68168.9,67860.3,67606.6,67706,67765.9,67951.3,67819.9,68157.4,68641.7,68400.1,68558.9,68722.9,69354.9,69401.9,68677.5,68477.8,68438,68325.2,68371.8,68470.9,68438.2,68541.3,68534.7,68518.8,68433.9,68270.1,68187.2,68135.1,67950.8,68358.9,68370.3,68644.6,68083.4,67527.1,67226.7,67220.1,67372.3,67443.9,67705.9,67740,67585.1,67522.5,67555.8,67668.7,67579.7,67752.8,67742.7,67704.7,67721.9,67725.3,67656,67744.8,67747.8,67660.1,67697.7,67747.6,67750,67837.5,67708.9,67722.7,67809.3,67777.8,67777.7,67832,67788.7,67797.7,67792.8,67916,67780.7,67756.5,67816.1,67873,67750.4,67859.1,67730,67769.3,67561.8,67556.2,68260,67955.6,68175.6,68272.6,68138,68101.2,67880,69480
68891.7,68644.3,68552.5,67980,67898.5,67928,68023.8,67800,67931.1,67918.4,67661.2,67404.9,67593.8,67645.9,67425.1,67297.6,67504.3,67723.9,67711.4,67676,67597.7,67831.3,67980.1,68150,68198.2,68168.9,67860.3,67606.6,67706,67765.9,67951.3,67819.9,68157.4,68641.7,68400.1,68558.9,68722.9,69354.9,69401.9,68677.5,68477.8,68438,68325.2,68371.8,68470.9,68438.2,68541.3,68534.7,68518.8,68433.9,68270.1,68187.2,68135.1,67950.8,68358.9,68370.3,68644.6,68083.4,67527.1,67226.7,67220.1,67372.3,67443.9,67705.9,67740,67585.1,67522.5,67555.8,67668.7,67579.7,67752.8,67742.7,67704.7,67721.9,67725.3,67656,67744.8,67747.8,67660.1,67697.7,67747.6,67750,67837.5,67708.9,67722.7,67809.3,67777.8,67777.7,67832,67788.7,67797.7,67792.8,67916,67780.7,67756.5,67816.1,67873,67750.4,67859.1,67730,67769.3,67561.8,67556.2,68260,67955.6,68175.6,68272.6,68138,68101.2,67880,67701.9,67740.1,67840,67815.2,67940.5,67776.3,67836.8,68498.2,68435,68399.7,69334.9
67661.2,67404.9,67593.8,67645.9,67425.1,67297.6,67504.3,67723.9,67711.4,67676,67597.7,67831.3,67980.1,68150,68198.2,68168.9,67860.3,67606.6,67706,67765.9,67951.3,67819.9,68157.4,68641.7,68400.1,68558.9,68722.9,69354.9,69401.9,68677.5,68477.8,68438,68325.2,68371.8,68470.9,68438.2,68541.3,68534.7,68518.8,68433.9,68270.1,68187.2,68135.1,67950.8,68358.9,68370.3,68644.6,68083.4,67527.1,67226.7,67220.1,67372.3,67443.9,67705.9,67740,67585.1,67522.5,67555.8,67668.7,67579.7,67752.8,67742.7,67704.7,67721.9,67725.3,67656,67744.8,67747.8,67660.1,67697.7,67747.6,67750,67837.5,67708.9,67722.7,67809.3,67777.8,67777.7,67832,67788.7,67797.7,67792.8,67916,67780.7,67756.5,67816.1,67873,67750.4,67859.1,67730,67769.3,67561.8,67556.2,68260,67955.6,68175.6,68272.6,68138,68101.2,67880,67701.9,67740.1,67840,67815.2,67940.5,67776.3,67836.8,68498.2,68435,68399.7,68520.2,68719.9,69072.7,68921.8,69168.1,69028.2,68931,69111.9,69790.8,69820,69498.1
